team_name,category,model,livery,championship_names,livery_id,model_folder
Rennsport Global Division,GT3_Gen2,Porsche 992 GT3 R,Porsche 992 GT3 R #92 (IMSA 2024),"World Endurance Championship, Intercontinental GT Challenge, GT World Challenge Europe, Nürburgring Langstrecken-Serie",54,porsche_992_gt3r
Rennsport Global Division,GT4,Porsche Cayman GT4 Clubsport MR,Porsche Cayman GT4 CS MR #102,"Nürburgring Langstrecken-Serie, GT4 European Series",53,porsche_cayman_gt4cs
Rennsport Global Division,GT4,Porsche Cayman GT4 Clubsport MR,Porsche Cayman GT4 CS MR #104,"Nürburgring Langstrecken-Serie, GT4 European Series",54,porsche_cayman_gt4cs
Sawgrass Performance Group,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #4,USF Juniors,54,formula_trainer_d
Sawgrass Performance Group,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #5,USF Juniors,55,formula_trainer_d
Sawgrass Performance Group,F-Trainer,Formula Trainer,Formula Trainer #13,F1600,63,formula_trainer
Sawgrass Performance Group,F-Trainer,Formula Trainer,Formula Trainer #14,F1600,64,formula_trainer
Sawgrass Performance Group,F-Vee_Gen2,Formula Vee Gen2,Marcelo Medici #33,Formula Vee North America,59,formula_vee_gen2
Sawgrass Performance Group,F-Vee_Gen2,Formula Vee Gen2,Ollie Paludo #777,Formula Vee North America,66,formula_vee_gen2
Schwarzwald Racing Group,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #911,"Porsche Carrera Supercup, Porsche Carrera Cup North America",51,porsche_991_gt3
Schwarzwald Racing Group,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #911,"Porsche Carrera Supercup, Porsche Carrera Cup North America",51,porsche_991_gt3_2
Schwarzwald Racing Group,GT3_Gen2,Audi R8 LMS GT3 evo II,Audi R8 LMS GT3 evo II #99,"GT World Challenge Europe, GT World Challenge Sprint, Nürburgring Langstrecken-Serie",55,audi_r8_lms_gt3_evo2
Schwarzwald Racing Group,GT3_Gen2,Audi R8 LMS GT3 evo II,Audi R8 LMS GT3 evo II #181,"GT World Challenge Europe, GT World Challenge Sprint, Nürburgring Langstrecken-Serie",56,audi_r8_lms_gt3_evo2
Schwarzwald Racing Group,GT4,Audi R8 LMS GT4,Audi R8 LMS GT4 #15,"Nürburgring Langstrecken-Serie, GT4 European Series",53,audi_r8_lms_gt4
Schwarzwald Racing Group,GT4,Audi R8 LMS GT4,Audi R8 LMS GT4 #24,"Nürburgring Langstrecken-Serie, GT4 European Series",55,audi_r8_lms_gt4
Schwarzwald Racing Group,GT4,Audi R8 LMS GT4,Audi R8 LMS GT4 #20,"IMSA VP Racing SportsCar Challenge, British GT Championship, GT4 America",54,audi_r8_lms_gt4
Schwarzwald Racing Group,GT4,Audi R8 LMS GT4,Audi R8 LMS GT4 #24,"IMSA VP Racing SportsCar Challenge, British GT Championship, GT4 America",55,audi_r8_lms_gt4
Schwarzwald Racing Group,GT1_05,Saleen S7-R GT1,Saleen S7-R GT1 #90,GT Revival Series,51,saleen_s7r_gt1
Schwarzwald Racing Group,GT1_05,Saleen S7-R GT1,Saleen S7-R GT1 #91,GT Revival Series,52,saleen_s7r_gt1
Scuderia Corsa International,GT3_Gen2,Lamborghini Huracan GT3 EVO2,Lamborghini Huracan GT3 EVO2 #19 (IMSA 2024),"GT World Challenge Europe, GT World Challenge Sprint, Nürburgring Langstrecken-Serie",51,lamborghini_huracan_gt3_evo2
Scuderia Corsa International,GT3_Gen2,Lamborghini Huracan GT3 EVO2,Lamborghini Huracan GT3 EVO2 #78 (IMSA 2024),"GT World Challenge Europe, GT World Challenge Sprint, Nürburgring Langstrecken-Serie",54,lamborghini_huracan_gt3_evo2
Scuderia Corsa International,GT4,Aston Martin Vantage GT4 Evo,AMR Vantage GT4 Evo #301,"Nürburgring Langstrecken-Serie, GT4 European Series",51,aston_martin_vantage_gt4_evo
Scuderia Corsa International,GT4,Aston Martin Vantage GT4 Evo,AMR Vantage GT4 Evo #302,"Nürburgring Langstrecken-Serie, GT4 European Series",52,aston_martin_vantage_gt4_evo
Scuderia Corsa International,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #1,"Lamborghini Super Trofeo North America, Lamborghini Super Trofeo Europe",51,lamborghini_huracan_supertrofeo_evo2
Scuderia Corsa International,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #4,"Lamborghini Super Trofeo North America, Lamborghini Super Trofeo Europe",52,lamborghini_huracan_supertrofeo_evo2
Scuderia Corsa International,GT1_05,Maserati MC12 GT1,Maserati MC12 GT1 #72,GT Revival Series,55,maserati_mc12_gt1
Scuderia Corsa International,GT1_05,Maserati MC12 GT1,Maserati MC12 GT1 #86,GT Revival Series,56,maserati_mc12_gt1
Scuderia Ferrari,F-Ultimate_Gen2,Formula Ultimate Hybrid Gen3,Scuderia Forza #45,Formula 1,67,formula_ultimate_2024
Scuderia Ferrari,F-Ultimate_Gen2,Formula Ultimate Hybrid Gen3,Scuderia Forza #72,Formula 1,68,formula_ultimate_2024
Scuderia Ferrari,F-Reiza,Formula V8 Gen3,Scuderia Forza #3,Formula 2,53,formula_reiza
Scuderia Ferrari,F-Reiza,Formula V8 Gen3,Scuderia Forza #4,Formula 2,54,formula_reiza
Scuderia Ferrari,F-3,Dallara F309,Granado Racing #59,Formula 3,64,f309
Scuderia Ferrari,F-3,Dallara F309,GRNDWRK Racing #18 - R.Souza Skin,Formula 3,59,f309
Scuderia Valeriani,F-Inter,Formula Inter MG-15,F.Inter MG-15 #11,FRECA,59,formula_inter
Scuderia Valeriani,F-Inter,Formula Inter MG-15,F.Inter MG-15 #12,FRECA,60,formula_inter
Scuderia Valeriani,F-Trainer_A,Formula Trainer Advanced,Formula Trainer A #23 - N.Otten Skin,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",73,formula_trainer_d
Scuderia Valeriani,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #1,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",51,formula_trainer_d
Scuderia Valeriani,F-Trainer,Formula Trainer,Formula Trainer #11,National Formula Ford Championship,61,formula_trainer
Scuderia Valeriani,F-Trainer,Formula Trainer,Formula Trainer #12,National Formula Ford Championship,62,formula_trainer
Scuderia Valeriani,F-Vee_Gen2,Formula Vee Gen2,Levi Simoes #44,"Formula Vee UK, Formula Vee Germany",61,formula_vee_gen2
Scuderia Valeriani,F-Vee_Gen2,Formula Vee Gen2,Lucas Veloso #999,"Formula Vee UK, Formula Vee Germany",67,formula_vee_gen2
Scuderia Valeriani,KartRental,Kart 4-Stroke Rental,Kart 4-Stroke Rental #08,Local Kart Rental Series,59,kart_gx390_rental
Scuderia Valeriani,KartRental,Kart 4-Stroke Rental,Kart 4-Stroke Rental #09,Local Kart Rental Series,60,kart_gx390_rental
Scuderia Valeriani,Kart125cc,Kart 2-Stroke 125cc Direct,Kart 2-Stroke 125cc Direct #59,125cc Kart Amateur Series,62,kart_01
Scuderia Valeriani,Kart125cc,Kart 2-Stroke 125cc Direct,Kart 2-Stroke 125cc Direct #60,125cc Kart Amateur Series,63,kart_01
Scuderia Valeriani,SuperKart,Superkart 250cc,Superkart 250cc #5,Superkart Summer Series,53,superkart
Scuderia Valeriani,SuperKart,Superkart 250cc,Superkart 250cc #55,Superkart Summer Series,61,superkart
Solari Motorworks,LMP2,Oreca 07,Oreca 07 #11 (IMSA 2024),IMSA WeatherTech SportsCar Championship,54,oreca_07
Solari Motorworks,LMP2,Oreca 07,Oreca 07 #2 (IMSA 2024),IMSA WeatherTech SportsCar Championship,51,oreca_07
Solari Motorworks,GT4,Chevrolet Camaro GT4.R,Camaro GT4.R #49,"IMSA Michelin Pilot Challenge, GT4 America",51,camaro_gt4r
Solari Motorworks,GT4,Chevrolet Camaro GT4.R,Camaro GT4.R #53,"IMSA Michelin Pilot Challenge, GT4 America",52,camaro_gt4r
Solari Motorworks,P1Gen2,Ligier JS P320,Ligier JS P320 #15,IMSA VP Racing SportsCar Challenge,53,ligier_js_p320
Solari Motorworks,P1Gen2,Ligier JS P320,Ligier JS P320 #33,IMSA VP Racing SportsCar Challenge,54,ligier_js_p320
Solari Motorworks,P4,MCR S2000,MCR S2000 #1,Radical Cup North America,51,mcr2000
Solari Motorworks,P4,MCR S2000,MCR S2000 #27 - A.Tobin Skin,Radical Cup North America,72,mcr2000
Solari Motorworks,GT3_Gen2,Chevrolet Corvette Z06 GT3.R,Chevrolet Corvette Z06 GT3.R #4 (IMSA 2024),"GT World Challenge America, IMSA WeatherTech SportsCar Championship",52,corvette_z06_gt3r
Solari Motorworks,GT3_Gen2,Audi R8 LMS GT3 evo II,Audi R8 LMS GT3 evo II #87,"GT World Challenge America, IMSA WeatherTech SportsCar Championship",54,audi_r8_lms_gt3_evo2
Sovereign GT Stable,LMP2_Gen1,Ligier JS P217,Ligier JS P217 #45,European Le Mans Series,53,ligier_js_p217
Sovereign GT Stable,LMDh,Alpine A424,Alpine A424 #38,World Endurance Championship,53,alpine_a424
Sovereign GT Stable,LMDh,Alpine A424,Alpine A424 #39,World Endurance Championship,54,alpine_a424
Sovereign GT Stable,GT3_Gen2,Mercedes-AMG GT3 Evo,Mercedes-AMG GT3 Evo #01,"World Endurance Championship, Intercontinental GT Challenge, GT World Challenge Europe, Nürburgring Langstrecken-Serie",55,mercedes_amg_gt3_evo
Sovereign GT Stable,GT3_Gen2,Mercedes-AMG GT3 Evo,Mercedes-AMG GT3 Evo #70,"World Endurance Championship, Intercontinental GT Challenge, GT World Challenge Europe, Nürburgring Langstrecken-Serie",56,mercedes_amg_gt3_evo
Sovereign GT Stable,GT4,Mercedes-AMG GT4,Mercedes-AMG GT4 #31,"Nürburgring Langstrecken-Serie, GT4 European Series",51,mercedes_amg_gt4
Sovereign GT Stable,GT4,Mercedes-AMG GT4,Mercedes-AMG GT4 #33,"Nürburgring Langstrecken-Serie, GT4 European Series",52,mercedes_amg_gt4
Sovereign GT Stable,GT3,Mercedes-AMG GT3,Mercedes-AMG GT3 #01,"European Le Mans Series, Michelin Le Mans Cup",51,mercedes_amg_gt3
Sovereign GT Stable,GT3,Mercedes-AMG GT3,Mercedes-AMG GT3 #09,"European Le Mans Series, Michelin Le Mans Cup",52,mercedes_amg_gt3
Sovereign GT Stable,LES_2025,Ligier JS2 R,Ligier JS2 R #144,Ligier European Series,76,ligier_js2r
Sovereign GT Stable,LES_2025,Ligier JS2 R,Ligier JS2 R #157,Ligier European Series,77,ligier_js2r
Sovereign GT Stable,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #27,Ginetta Junior Championship Europe,59,ginetta_g40_cup
Sovereign GT Stable,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #28,Ginetta Junior Championship Europe,60,ginetta_g40_cup
Sovereign GT Stable,P4,MCR S2000,MCR S2000 #13,Radical Cup Europe,61,mcr2000
Sovereign GT Stable,P4,MCR S2000,MCR S2000 #14,Radical Cup Europe,62,mcr2000
Sovereign GT Stable,GT1_05,Dodge Viper GTS-R,Dodge Viper GTS-R #12,GT Revival Series,53,dodge_viper_gts_r
Sovereign GT Stable,GT1_05,Dodge Viper GTS-R,Dodge Viper GTS-R #32,GT Revival Series,54,dodge_viper_gts_r
Sovereign GT Stable,P1Gen2,MetalMoro AJR Gen2 Honda,MM AJR Honda Gen2 #30,European Le Mans Series,53,metalmoro_ajr_gen2
Sovereign GT Stable,P1Gen2,MetalMoro AJR Gen2 Honda,MM AJR Honda Gen2 #52,European Le Mans Series,54,metalmoro_ajr_gen2
Sterling Performance Group,GT3_Gen2,Aston Martin Vantage GT3 Evo,AMR Vantage GT3 Evo #007,"British GT Championship, GT World Challenge Europe, Nürburgring Langstrecken-Serie",54,aston_martin_vantage_gt3_evo
Sterling Performance Group,GT3_Gen2,Aston Martin Vantage GT3 Evo,AMR Vantage GT3 Evo #23 (IMSA 2024),"British GT Championship, GT World Challenge Europe, Nürburgring Langstrecken-Serie",51,aston_martin_vantage_gt3_evo
Sterling Performance Group,GT4,Ginetta G55 GT4,Ginetta G55 GT4 #13,"Nürburgring Langstrecken-Serie, GT4 European Series",52,ginetta_g55_gt4_2
Sterling Performance Group,GT4,Ginetta G55 GT4,Ginetta G55 GT4 #19,"Nürburgring Langstrecken-Serie, GT4 European Series",53,ginetta_g55_gt4_2
Sterling Performance Group,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #20,Porsche Carrera Cup UK,55,porsche_991_gt3_2
Sterling Performance Group,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #29,Porsche Carrera Cup UK,56,porsche_991_gt3_2
Sterling Performance Group,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #15,"Mini Challenge, IMSA Michelin Pilot Challenge",59,mini_cooper
Sterling Performance Group,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #17,"Mini Challenge, IMSA Michelin Pilot Challenge",60,mini_cooper
Sterling Performance Group,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #22,Ginetta Junior Championship UK,57,ginetta_g40_cup
Sterling Performance Group,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #25,Ginetta Junior Championship UK,58,ginetta_g40_cup
Sterling Performance Group,GT1_05,Chevrolet Corvette C5-R,Chevrolet Corvette C5-R #63,GT Revival Series,55,corvette_c5r
Sterling Performance Group,GT1_05,Chevrolet Corvette C5-R,Chevrolet Corvette C5-R #70,GT Revival Series,56,corvette_c5r
Stuttgart Performance Engineering,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #7,"GT World Challenge Europe, Nürburgring Langstrecken-Serie",54,bmw_m4_gt3
Stuttgart Performance Engineering,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #96 (IMSA 2024),"GT World Challenge Europe, Nürburgring Langstrecken-Serie",53,bmw_m4_gt3
Stuttgart Performance Engineering,GT4,BMW M4 GT4,BMW M4 GT4 #1,"Nürburgring Langstrecken-Serie, GT4 European Series",51,bmw_m4_gt4
Stuttgart Performance Engineering,GT4,BMW M4 GT4,BMW M4 GT4 #11,"Nürburgring Langstrecken-Serie, GT4 European Series",56,bmw_m4_gt4
Stuttgart Performance Engineering,GT3_Gen2,Mercedes-AMG GT3 Evo,Mercedes-AMG GT3 Evo #57 (IMSA 2024),"GT World Challenge America, GT World Challenge Sprint",52,mercedes_amg_gt3_evo
Stuttgart Performance Engineering,GT3_Gen2,Mercedes-AMG GT3 Evo,Mercedes-AMG GT3 Evo #32 (IMSA 2024),"GT World Challenge America, GT World Challenge Sprint",51,mercedes_amg_gt3_evo
Stuttgart Performance Engineering,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #4,"Porsche Carrera Supercup, Porsche Carrera Cup UK, Porsche Carrera Cup North America",53,porsche_991_gt3_2
Stuttgart Performance Engineering,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #34,"Porsche Carrera Supercup, Porsche Carrera Cup UK, Porsche Carrera Cup North America",57,porsche_991_gt3_2
Stuttgart Performance Engineering,LMDh,Porsche 963,Porsche 963 #6 (IMSA 2024),IMSA WeatherTech SportsCar Championship,52,porsche_963_gtp
Stuttgart Performance Engineering,LMDh,Porsche 963,Porsche 963 #7 (IMSA 2024),IMSA WeatherTech SportsCar Championship,53,porsche_963_gtp
Stuttgart Performance Engineering,GT4,Mercedes-AMG GT4,Mercedes-AMG GT4 #31,"IMSA Michelin Pilot Challenge, British GT Championship",51,mercedes_amg_gt4
Stuttgart Performance Engineering,GT4,Mercedes-AMG GT4,Mercedes-AMG GT4 #33,"IMSA Michelin Pilot Challenge, British GT Championship",52,mercedes_amg_gt4
Stuttgart Performance Engineering,GT4,BMW M4 GT4,BMW M4 GT4 #1,"IMSA VP Racing SportsCar Challenge, GT4 America",51,bmw_m4_gt4
Stuttgart Performance Engineering,GT4,BMW M4 GT4,BMW M4 GT4 #9,"IMSA VP Racing SportsCar Challenge, GT4 America",54,bmw_m4_gt4
Summit Peak Motorsports,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #96,"Porsche Carrera Supercup, Porsche Carrera Cup North America",60,porsche_991_gt3
Summit Peak Motorsports,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #97,"Porsche Carrera Supercup, Porsche Carrera Cup North America",61,porsche_991_gt3
Summit Peak Motorsports,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #65,Lamborghini Super Trofeo North America,69,lamborghini_huracan_supertrofeo_evo2
Summit Peak Motorsports,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #66,Lamborghini Super Trofeo North America,70,lamborghini_huracan_supertrofeo_evo2
Summit Peak Motorsports,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #09,Ginetta Junior Championship North America,54,ginetta_g40_cup
Summit Peak Motorsports,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #10,Ginetta Junior Championship North America,55,ginetta_g40_cup
TCR,GT3_Gen2,Lamborghini Huracan GT3 EVO2,Lamborghini Huracan GT3 EVO2 #60 (IMSA 2024),British GT Championship,53,lamborghini_huracan_gt3_evo2
TCR,GT3_Gen2,Lamborghini Huracan GT3 EVO2,Lamborghini Huracan GT3 EVO2 #83 (IMSA 2024),British GT Championship,55,lamborghini_huracan_gt3_evo2
TCR,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #98,Porsche Carrera Cup UK,62,porsche_991_gt3
TCR,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #00,Porsche Carrera Cup UK,52,porsche_991_gt3
TCR,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #12,"Mini Challenge, IMSA Michelin Pilot Challenge",57,mini_cooper
TCR,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #14,"Mini Challenge, IMSA Michelin Pilot Challenge",58,mini_cooper
TCR,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #10,Ginetta Junior Championship UK,55,ginetta_g40_cup
TCR,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #17,Ginetta Junior Championship UK,56,ginetta_g40_cup
TCR,P4,MCR S2000,MCR S2000 #23,Radical Cup Europe,69,mcr2000
TCR,P4,MCR S2000,MCR S2000 #31,Radical Cup Europe,76,mcr2000
Team Penske,LMDh,Porsche 963,Porsche 963 #5 (IMSA 2024),World Endurance Championship,51,porsche_963_gtp
Team Penske,LMDh,Porsche 963,Porsche 963 #6 (IMSA 2024),World Endurance Championship,52,porsche_963_gtp
Team Penske,F-USA_2023,Formula USA 2023,F-USA 2023 #10,NTT IndyCar,61,formula_usa_2023
Team Penske,F-USA_2023,Formula USA 2023,F-USA 2023 #45,NTT IndyCar,76,formula_usa_2023
Team Penske,F-USA_2023,Formula USA 2023,F-USA 2023 #16,NTT IndyCar,67,formula_usa_2023
Team Penske,F-USA_Gen3,Reynard 2Ki Mercedes-Benz,Reynard 2Ki Mercedes-Benz #20,Indy NXT,53,cart_reynard_2ki_mercedes
Team Penske,F-USA_Gen3,Reynard 2Ki Mercedes-Benz,Reynard 2Ki Mercedes-Benz #21,Indy NXT,54,cart_reynard_2ki_mercedes
Team Penske,F-3,Dallara F309,BR Motorsport #9,USF Pro 2000,56,f309
Team Penske,F-3,Dallara F309,Carbone G.P. #13,USF Pro 2000,57,f309
Team Penske,F-Inter,Formula Inter MG-15,F.Inter MG-15 #00,USF2000,52,formula_inter
Team Penske,F-Inter,Formula Inter MG-15,F.Inter MG-15 #1,USF2000,53,formula_inter
Team Penske,F-Trainer_A,Formula Trainer Advanced,Formula Trainer A #21 - J.Ramos Skin,USF Juniors,71,formula_trainer_d
Team Penske,F-Trainer_A,Formula Trainer Advanced,Formula Trainer A #22 - F.Scomasson Skin,USF Juniors,72,formula_trainer_d
Team Penske,GT3_Gen2,Audi R8 LMS GT3 evo II,Audi R8 LMS GT3 evo II #99,"Intercontinental GT Challenge, GT World Challenge America",55,audi_r8_lms_gt3_evo2
Team Penske,GT3_Gen2,Audi R8 LMS GT3 evo II,Audi R8 LMS GT3 evo II #33,"Intercontinental GT Challenge, GT World Challenge America",53,audi_r8_lms_gt3_evo2
Thames Valley Preparations,F-Inter,Formula Inter MG-15,F.Inter MG-15 #4,FRECA,56,formula_inter
Thames Valley Preparations,F-Inter,Formula Inter MG-15,F.Inter MG-15 #42,FRECA,68,formula_inter
Thames Valley Preparations,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #2,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",52,formula_trainer_d
Thames Valley Preparations,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #20,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",70,formula_trainer_d
Thames Valley Preparations,F-Trainer,Formula Trainer,Formula Trainer #22 - F.Scomasson Skin,National Formula Ford Championship,72,formula_trainer
Thames Valley Preparations,F-Trainer,Formula Trainer,Formula Trainer #23 - N.Otten Skin,National Formula Ford Championship,73,formula_trainer
Thames Valley Preparations,F-Vee_Gen2,Formula Vee Gen2,Marcelo Medici #33,"Formula Vee UK, Formula Vee Germany",59,formula_vee_gen2
Thames Valley Preparations,F-Vee_Gen2,Formula Vee Gen2,Ollie Paludo #777,"Formula Vee UK, Formula Vee Germany",66,formula_vee_gen2
Thames Valley Preparations,SuperKart,Superkart 250cc,Superkart 250cc #6,Superkart Summer Series,54,superkart
Thames Valley Preparations,SuperKart,Superkart 250cc,Superkart 250cc #79,Superkart Summer Series,62,superkart
The 405 Garage,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #3,USF Juniors,53,formula_trainer_d
The 405 Garage,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #33,USF Juniors,77,formula_trainer_d
The 405 Garage,F-Trainer,Formula Trainer,Formula Trainer #15,F1600,65,formula_trainer
The 405 Garage,F-Trainer,Formula Trainer,Formula Trainer #16,F1600,66,formula_trainer
The 405 Garage,F-Vee_Gen2,Formula Vee Gen2,Vinicius Andrade #30,Formula Vee North America,58,formula_vee_gen2
The 405 Garage,F-Vee_Gen2,Formula Vee Gen2,Vinicius Vilela #82,Formula Vee North America,63,formula_vee_gen2
Titanium Endurance Racing,LMDh,Alpine A424,Alpine A424 #36,IMSA WeatherTech SportsCar Championship,51,alpine_a424
Titanium Endurance Racing,LMDh,Alpine A424,Alpine A424 #37,IMSA WeatherTech SportsCar Championship,52,alpine_a424
Titanium Endurance Racing,LMP2,Oreca 07,Oreca 07 #20 (IMSA 2024),IMSA WeatherTech SportsCar Championship,56,oreca_07
Titanium Endurance Racing,LMP2,Ligier JS P217,Ligier JS P217 #33 (IMSA 2024),IMSA WeatherTech SportsCar Championship,51,ligier_js_p217
Titanium Endurance Racing,GT4,McLaren 570S GT4,McLaren 570S GT4 #001,"IMSA Michelin Pilot Challenge, GT4 America",51,mclaren_570s_gt4
Titanium Endurance Racing,GT4,McLaren 570S GT4,McLaren 570S GT4 #002,"IMSA Michelin Pilot Challenge, GT4 America",52,mclaren_570s_gt4
Titanium Endurance Racing,P1Gen2,Ligier JS P320,Ligier JS P320 #7,IMSA VP Racing SportsCar Challenge,51,ligier_js_p320
Titanium Endurance Racing,P1Gen2,Ligier JS P320,Ligier JS P320 #10,IMSA VP Racing SportsCar Challenge,52,ligier_js_p320
Titanium Endurance Racing,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #72,Lamborghini Super Trofeo North America,71,lamborghini_huracan_supertrofeo_evo2
Titanium Endurance Racing,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #77,Lamborghini Super Trofeo North America,72,lamborghini_huracan_supertrofeo_evo2
Titanium Endurance Racing,GT3_Gen2,Chevrolet Corvette Z06 GT3.R,Chevrolet Corvette Z06 GT3.R #13 (IMSA 2024),Intercontinental GT Challenge,53,corvette_z06_gt3r
Titanium Endurance Racing,GT3_Gen2,Chevrolet Corvette Z06 GT3.R,Chevrolet Corvette Z06 GT3.R #17 (IMSA 2024),Intercontinental GT Challenge,54,corvette_z06_gt3r
Titanium Endurance Racing,GT3_Gen2,Lamborghini Huracan GT3 EVO2,Lamborghini Huracan GT3 EVO2 #60 (IMSA 2024),"GT World Challenge America, GT World Challenge Sprint",53,lamborghini_huracan_gt3_evo2
Titanium Endurance Racing,GT3_Gen2,Lamborghini Huracan GT3 EVO2,Lamborghini Huracan GT3 EVO2 #83 (IMSA 2024),"GT World Challenge America, GT World Challenge Sprint",55,lamborghini_huracan_gt3_evo2
Titanium Endurance Racing,P4,MCR S2000,MCR S2000 #3,Radical Cup North America,52,mcr2000
Titanium Endurance Racing,P4,MCR S2000,MCR S2000 #4,Radical Cup North America,53,mcr2000
Tridente Global Competizione,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #30,"Lamborghini Super Trofeo North America, Lamborghini Super Trofeo Europe",61,lamborghini_huracan_supertrofeo_evo2
Tridente Global Competizione,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #42,"Lamborghini Super Trofeo North America, Lamborghini Super Trofeo Europe",62,lamborghini_huracan_supertrofeo_evo2
Tridente Global Competizione,GT1_05,Milano GT55,Milano GT55 #4,GT Revival Series,51,milano_gt55
Tridente Global Competizione,GT1_05,Milano GT55,Milano GT55 #15,GT Revival Series,55,milano_gt55
Tridente Global Competizione,GT4,McLaren 570S GT4,McLaren 570S GT4 #007,GT4 European Series,55,mclaren_570s_gt4
Tridente Global Competizione,GT4,McLaren 570S GT4,McLaren 570S GT4 #006,GT4 European Series,54,mclaren_570s_gt4
Vanguard Motorsport Group,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #1,"Porsche Carrera Supercup, Porsche Carrera Cup North America",53,porsche_991_gt3
Vanguard Motorsport Group,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #2,"Porsche Carrera Supercup, Porsche Carrera Cup North America",52,porsche_991_gt3_2
Vanguard Motorsport Group,GT4,McLaren 570S GT4,McLaren 570S GT4 #003,"IMSA VP Racing SportsCar Challenge, British GT Championship, GT4 America",53,mclaren_570s_gt4
Vanguard Motorsport Group,GT4,McLaren 570S GT4,McLaren 570S GT4 #006,"IMSA VP Racing SportsCar Challenge, British GT Championship, GT4 America",54,mclaren_570s_gt4
Vanguard Motorsport Group,GT3_Gen2,Porsche 992 GT3 R,Porsche 992 GT3 R #77 (IMSA 2024),"GT World Challenge America, GT World Challenge Sprint",52,porsche_992_gt3r
Vanguard Motorsport Group,GT3_Gen2,Porsche 992 GT3 R,Porsche 992 GT3 R #86 (IMSA 2024),"GT World Challenge America, GT World Challenge Sprint",53,porsche_992_gt3r
Vauquelin Grand Prix,F-Reiza,Formula V8 Gen3,Cobra Force G.P. #14,Formula 2,63,formula_reiza
Vauquelin Grand Prix,F-Reiza,Formula V8 Gen3,Cobra Force G.P. #15,Formula 2,64,formula_reiza
Vauquelin Grand Prix,F-3,Dallara F301,Kota Racing #46,Formula 3,58,f301
Vauquelin Grand Prix,F-3,Dallara F301,Kota Racing #71,Formula 3,59,f301
Vauquelin Grand Prix,F-Inter,Formula Inter MG-15,F.Inter MG-15 #00,FRECA,52,formula_inter
